latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
27.9387,78.8186,304,1,1,2023-01-22,0511,Terra,MODIS,58,61.03,290,5.4,D,0
28.1463,80.4636,302.8,1,1,2023-01-22,0511,Terra,MODIS,54,61.03,291.4,4.2,D,0
24.4831,81.6007,310.3,1.3,1.1,2023-01-22,0512,Terra,MODIS,45,61.03,293.9,7.6,D,0
24.4851,81.5887,311.1,1.3,1.1,2023-01-22,0512,Terra,MODIS,57,61.03,293.9,7.9,D,0
22.9243,77.8199,308.9,1,1,2023-01-22,0513,Terra,MODIS,61,61.03,294.6,5.7,D,0
22.9229,77.8294,306.4,1,1,2023-01-22,0513,Terra,MODIS,53,61.03,294.7,4,D,0
22.1751,82.52,311.2,1.6,1.2,2023-01-22,0513,Terra,MODIS,58,61.03,299.8,9.5,D,0
21.8292,83.1646,312.1,1.8,1.3,2023-01-22,0513,Terra,MODIS,62,61.03,299.6,13.1,D,0
20.9678,85.1615,309.4,2.6,1.5,2023-01-22,0513,Terra,MODIS,56,61.03,298.3,17.6,D,2
20.9633,85.1854,310.1,2.6,1.5,2023-01-22,0513,Terra,MODIS,58,61.03,298.9,19.3,D,2
21.952,79.0726,313.4,1,1,2023-01-22,0513,Terra,MODIS,67,61.03,296.4,9,D,0
21.9505,79.0825,326.7,1,1,2023-01-22,0513,Terra,MODIS,82,61.03,297,22.8,D,0
21.335,81.4081,317.4,1.4,1.2,2023-01-22,0513,Terra,MODIS,70,61.03,299.4,14.9,D,0
20.8828,81.3441,312,1.4,1.2,2023-01-22,0513,Terra,MODIS,60,61.03,300.8,7.9,D,0
21.2846,75.3542,309,1.1,1.1,2023-01-22,0513,Terra,MODIS,44,61.03,296,5.4,D,0
21.3676,74.7865,318.2,1.2,1.1,2023-01-22,0513,Terra,MODIS,72,61.03,295.7,16.1,D,0
20.2625,75.0988,310,1.1,1.1,2023-01-22,0513,Terra,MODIS,47,61.03,298.7,5,D,0
21.286,75.3436,313.2,1.1,1.1,2023-01-22,0513,Terra,MODIS,62,61.03,297,8.9,D,0
21.1115,72.6382,310.5,1.6,1.3,2023-01-22,0513,Terra,MODIS,0,61.03,299.1,11.3,D,2
19.69,82.496,318.8,1.7,1.3,2023-01-22,0513,Terra,MODIS,74,61.03,297.3,26,D,0
20.2397,81.5055,319.3,1.5,1.2,2023-01-22,0513,Terra,MODIS,74,61.03,299.5,20,D,0
21.2431,75.1891,310.5,1.1,1.1,2023-01-22,0513,Terra,MODIS,53,61.03,297.3,5.7,D,0
21.2771,75.15,309.7,1.1,1.1,2023-01-22,0513,Terra,MODIS,50,61.03,297.5,5.7,D,0
23.3436,78.6723,309.6,1,1,2023-01-22,0513,Terra,MODIS,52,61.03,294.7,4.8,D,0
23.3422,78.682,312,1,1,2023-01-22,0513,Terra,MODIS,67,61.03,296.5,6.6,D,0
23.0212,79.2744,312.8,1,1,2023-01-22,0513,Terra,MODIS,67,61.03,296.3,8.3,D,0
23.0114,79.2768,307.2,1,1,2023-01-22,0513,Terra,MODIS,46,61.03,296.2,4.3,D,0
23.1671,77.7421,309.1,1,1,2023-01-22,0513,Terra,MODIS,63,61.03,294.5,4.8,D,0
22.8954,78.7623,307.5,1,1,2023-01-22,0513,Terra,MODIS,51,61.03,294.9,4.2,D,0
16.8916,74.5703,313.9,1.1,1,2023-01-22,0514,Terra,MODIS,53,61.03,300.9,7.1,D,2
19.5737,77.8183,316,1,1,2023-01-22,0514,Terra,MODIS,64,61.03,300.1,7.6,D,0
19.7144,75.8127,319,1,1,2023-01-22,0514,Terra,MODIS,72,61.03,299,12.3,D,0
19.8399,74.5997,313.2,1.2,1.1,2023-01-22,0514,Terra,MODIS,61,61.03,297.3,9.1,D,0
19.3811,77.3094,312.3,1,1,2023-01-22,0514,Terra,MODIS,56,61.03,299.1,6,D,0
19.3382,77.22,317.3,1,1,2023-01-22,0514,Terra,MODIS,68,61.03,299.7,9.3,D,0
19.3293,77.2186,313.8,1,1,2023-01-22,0514,Terra,MODIS,52,61.03,300.4,6,D,0
19.5802,75.313,313.6,1.1,1,2023-01-22,0514,Terra,MODIS,61,61.03,299.2,6.9,D,0
19.3198,76.4576,313.3,1,1,2023-01-22,0514,Terra,MODIS,53,61.03,301,5.4,D,0
19.1828,76.7074,313.9,1,1,2023-01-22,0514,Terra,MODIS,59,61.03,300.3,5.5,D,0
19.1442,76.7871,318.9,1,1,2023-01-22,0514,Terra,MODIS,70,61.03,300.3,9.9,D,0
19.1242,76.7874,322.7,1,1,2023-01-22,0514,Terra,MODIS,75,61.03,300.2,14.6,D,0
19.3202,75.1941,312.8,1.1,1,2023-01-22,0514,Terra,MODIS,56,61.03,299.9,5.6,D,0
19.5081,73.117,311.7,1.4,1.2,2023-01-22,0514,Terra,MODIS,55,61.03,299.5,8.4,D,0
18.6301,76.7644,316.9,1,1,2023-01-22,0514,Terra,MODIS,66,61.03,301.8,8.7,D,0
18.97,74.2223,311.1,1.2,1.1,2023-01-22,0514,Terra,MODIS,49,61.03,298.7,5.8,D,0
18.4285,78.0604,319.4,1,1,2023-01-22,0514,Terra,MODIS,71,61.03,304.2,9.9,D,0
18.427,78.07,315.1,1,1,2023-01-22,0514,Terra,MODIS,63,61.03,303.1,5.7,D,0
18.6866,74.5752,328.6,1.1,1.1,2023-01-22,0514,Terra,MODIS,82,61.03,301,25.9,D,0
18.6851,74.5858,314.2,1.1,1.1,2023-01-22,0514,Terra,MODIS,60,61.03,299.8,8.1,D,0
18.7334,73.9977,312.5,1.2,1.1,2023-01-22,0514,Terra,MODIS,54,61.03,300.3,6.5,D,0
18.6413,74.151,311.1,1.2,1.1,2023-01-22,0514,Terra,MODIS,46,61.03,299.1,6.4,D,0
18.6399,74.1621,313.7,1.2,1.1,2023-01-22,0514,Terra,MODIS,59,61.03,298.2,9.3,D,0
17.6484,80.8239,312.3,1.4,1.2,2023-01-22,0514,Terra,MODIS,62,61.03,298.2,8.3,D,0
18.0489,77.2601,313.7,1,1,2023-01-22,0514,Terra,MODIS,55,61.03,303.3,5.6,D,0
18.2323,75.002,320.4,1.1,1,2023-01-22,0514,Terra,MODIS,0,61.03,299.7,14.7,D,0
17.3226,80.6858,314.4,1.4,1.2,2023-01-22,0514,Terra,MODIS,65,61.03,296.7,13.8,D,2
17.0417,82.1579,310.1,1.8,1.3,2023-01-22,0514,Terra,MODIS,47,61.03,297.1,11.2,D,2
18.1485,74.9421,314.1,1.1,1,2023-01-22,0514,Terra,MODIS,58,61.03,299.8,6.5,D,0
17.6012,77.7858,323.8,1,1,2023-01-22,0514,Terra,MODIS,75,61.03,305.7,13.5,D,0
17.5069,78.0442,316.6,1,1,2023-01-22,0514,Terra,MODIS,63,61.03,304.1,6.2,D,0
17.5054,78.0538,316.3,1,1,2023-01-22,0514,Terra,MODIS,62,61.03,304.8,6,D,0
17.8923,75.1974,330.6,1.1,1,2023-01-22,0514,Terra,MODIS,83,61.03,301.8,25.2,D,0
17.2713,79.148,311.9,1.2,1.1,2023-01-22,0514,Terra,MODIS,52,61.03,300.4,5.6,D,0
17.7231,75.7561,313.4,1,1,2023-01-22,0514,Terra,MODIS,48,61.03,301.6,4.8,D,0
17.4915,76.2809,324.5,1,1,2023-01-22,0514,Terra,MODIS,75,61.03,305.6,13.5,D,0
17.4254,74.9811,316.9,1.1,1,2023-01-22,0514,Terra,MODIS,63,61.03,302.4,7.8,D,0
16.9818,77.4221,319.9,1,1,2023-01-22,0514,Terra,MODIS,68,61.03,307.3,8,D,0
17.0217,76.4036,315.4,1,1,2023-01-22,0514,Terra,MODIS,52,61.03,302.4,6.3,D,0
17.0128,76.4023,318.8,1,1,2023-01-22,0514,Terra,MODIS,64,61.03,301.9,9.3,D,0
16.7423,75.78,338.7,1,1,2023-01-22,0514,Terra,MODIS,88,61.03,307,32.1,D,0
16.8516,74.465,319.3,1.1,1.1,2023-01-22,0514,Terra,MODIS,69,61.03,300.7,11.6,D,0
16.5266,76.634,317,1,1,2023-01-22,0514,Terra,MODIS,53,61.03,302.4,7.5,D,0
16.8177,74.292,316.8,1.1,1.1,2023-01-22,0514,Terra,MODIS,64,61.03,303.4,7.8,D,0
16.8115,74.2952,317.3,1.1,1.1,2023-01-22,0514,Terra,MODIS,66,61.03,303.4,9.3,D,0
16.7367,74.21,317.8,1.1,1.1,2023-01-22,0514,Terra,MODIS,67,61.03,301.5,9.9,D,2
16.5419,75.4354,314.5,1,1,2023-01-22,0514,Terra,MODIS,45,61.03,302.6,5.8,D,0
16.5277,74.6774,313.2,1.1,1,2023-01-22,0515,Terra,MODIS,52,61.03,301.5,5.1,D,0
16.147,75.3618,313.7,1,1,2023-01-22,0515,Terra,MODIS,43,61.03,302.4,4.3,D,0
16.0791,74.7932,316.8,1.1,1,2023-01-22,0515,Terra,MODIS,62,61.03,304.7,6.6,D,0
15.6761,75.1687,316,1,1,2023-01-22,0515,Terra,MODIS,61,61.03,304.1,7.1,D,0
15.6016,74.7819,314.6,1.1,1,2023-01-22,0515,Terra,MODIS,56,61.03,303.2,5,D,0
15.3223,76.1575,317.3,1,1,2023-01-22,0515,Terra,MODIS,63,61.03,304.1,6.7,D,0
15.2542,76.622,316.6,1,1,2023-01-22,0515,Terra,MODIS,52,61.03,301.6,7,D,0
15.2528,76.6311,317.9,1,1,2023-01-22,0515,Terra,MODIS,61,61.03,301.2,8.6,D,0
15.244,76.6297,319.2,1,1,2023-01-22,0515,Terra,MODIS,63,61.03,300.7,9.6,D,0
15.1745,76.6594,316.2,1,1,2023-01-22,0515,Terra,MODIS,32,61.03,302.7,6.8,D,2
14.8799,75.7156,320.5,1,1,2023-01-22,0515,Terra,MODIS,67,61.03,303.3,9.3,D,0
14.8786,75.7248,318.5,1,1,2023-01-22,0515,Terra,MODIS,68,61.03,304.3,7.2,D,0
14.2665,79.6426,311.3,1.4,1.2,2023-01-22,0515,Terra,MODIS,45,61.03,291.2,9.3,D,0
14.8003,75.7535,316.8,1,1,2023-01-22,0515,Terra,MODIS,64,61.03,303.9,6.5,D,0
14.7194,75.4116,316.2,1,1,2023-01-22,0515,Terra,MODIS,65,61.03,303.2,6.7,D,0
14.1134,78.785,311.4,1.2,1.1,2023-01-22,0515,Terra,MODIS,58,61.03,292.4,6.5,D,0
14.471,75.7909,315.8,1,1,2023-01-22,0515,Terra,MODIS,64,61.03,301.1,7,D,0
14.0081,78.1457,309.6,1.1,1.1,2023-01-22,0515,Terra,MODIS,53,61.03,294.7,5,D,0
13.5062,76.7039,312.4,1,1,2023-01-22,0515,Terra,MODIS,40,61.03,295.5,5.4,D,0
12.8533,78.3813,308.1,1.2,1.1,2023-01-22,0515,Terra,MODIS,49,61.03,285.3,7.8,D,0
24.6444,93.6823,307.8,1.5,1.2,2023-01-22,0656,Aqua,MODIS,39,61.03,294.3,11.3,D,0
27.8597,96.2367,310.3,1,1,2023-01-22,0656,Aqua,MODIS,64,61.03,298.1,5.7,D,0
27.4265,94.5149,307.4,1.2,1.1,2023-01-22,0656,Aqua,MODIS,63,61.03,295.7,5.3,D,0
27.2868,94.9074,307.4,1.2,1.1,2023-01-22,0656,Aqua,MODIS,60,61.03,295.8,5.3,D,0
26.9962,94.6484,315.6,1.2,1.1,2023-01-22,0656,Aqua,MODIS,69,61.03,295.3,13,D,0
26.9982,94.6603,313.1,1.2,1.1,2023-01-22,0656,Aqua,MODIS,70,61.03,295.3,10.7,D,0
26.6696,95.1508,301,1.1,1.1,2023-01-22,0656,Aqua,MODIS,16,61.03,289.3,4,D,0
25.0499,94.4564,305.8,1.3,1.1,2023-01-22,0656,Aqua,MODIS,61,61.03,293.5,10.3,D,0
25.052,94.4689,306.8,1.3,1.1,2023-01-22,0656,Aqua,MODIS,63,61.03,291.9,10.8,D,0
24.6417,93.6898,306,1.5,1.2,2023-01-22,0656,Aqua,MODIS,43,61.03,292.4,10,D,0
13.4893,76.6985,323.6,1,1,2023-01-22,0831,Aqua,MODIS,75,61.03,304.3,11.9,D,0
12.8309,77.9206,311.8,1.1,1,2023-01-22,0831,Aqua,MODIS,43,61.03,294.3,5,D,0
13.0999,78.0741,316.7,1.1,1,2023-01-22,0831,Aqua,MODIS,66,61.03,296.7,9.2,D,0
14.0876,78.3741,313.6,1.2,1.1,2023-01-22,0831,Aqua,MODIS,61,61.03,294.6,6.5,D,0
13.9079,76.0908,320.3,1,1,2023-01-22,0831,Aqua,MODIS,64,61.03,306.3,7.2,D,0
14.0681,75.7863,322.4,1,1,2023-01-22,0831,Aqua,MODIS,69,61.03,304.6,12.2,D,0
14.0334,75.5486,321,1,1,2023-01-22,0831,Aqua,MODIS,56,61.03,307.3,8.6,D,0
14.3325,77.4674,320.3,1.1,1,2023-01-22,0831,Aqua,MODIS,67,61.03,300,9.7,D,0
14.3886,76.1634,320.4,1,1,2023-01-22,0831,Aqua,MODIS,62,61.03,307.1,6.9,D,0
18.0288,76.8696,331.9,1.1,1,2023-01-22,0832,Aqua,MODIS,79,61.03,308.5,22.7,D,0
16.0753,75.5262,323.7,1,1,2023-01-22,0832,Aqua,MODIS,64,61.03,310.6,8,D,0
16.1792,75.4853,323.4,1,1,2023-01-22,0832,Aqua,MODIS,55,61.03,311.1,6.8,D,0
18.0342,82.5103,313.7,2.5,1.5,2023-01-22,0832,Aqua,MODIS,45,61.03,295.2,25.6,D,0
16.1837,75.3904,329.5,1,1,2023-01-22,0832,Aqua,MODIS,76,61.03,310.2,14.6,D,0
16.1823,75.3812,323.1,1,1,2023-01-22,0832,Aqua,MODIS,64,61.03,309.6,7.3,D,0
16.7215,78.0158,320.2,1.2,1.1,2023-01-22,0832,Aqua,MODIS,62,61.03,307.3,8.4,D,0
16.5182,76.4484,323.9,1,1,2023-01-22,0832,Aqua,MODIS,52,61.03,310.6,7,D,0
16.3528,74.7765,323.4,1,1,2023-01-22,0832,Aqua,MODIS,62,61.03,311.5,8.7,D,0
16.7088,74.3224,321.2,1,1,2023-01-22,0832,Aqua,MODIS,59,61.03,308.7,7,D,0
14.2786,75.0293,323.8,1,1,2023-01-22,0832,Aqua,MODIS,72,61.03,303.9,14.7,D,0
14.6418,75.6792,318.8,1,1,2023-01-22,0832,Aqua,MODIS,49,61.03,305.5,4.9,D,0
14.7813,75.1846,320.2,1,1,2023-01-22,0832,Aqua,MODIS,62,61.03,307.9,7.2,D,0
14.9258,75.6732,320.7,1,1,2023-01-22,0832,Aqua,MODIS,41,61.03,307.5,6.4,D,0
15.1906,76.4955,326,1,1,2023-01-22,0832,Aqua,MODIS,68,61.03,303,15.7,D,0
15.0593,75.3868,323.2,1,1,2023-01-22,0832,Aqua,MODIS,64,61.03,307.7,7.9,D,0
15.1884,75.7635,333.6,1,1,2023-01-22,0832,Aqua,MODIS,83,61.03,307.9,22.4,D,0
15.1871,75.7543,319.9,1,1,2023-01-22,0832,Aqua,MODIS,50,61.03,306,6.7,D,0
15.3067,75.1215,321.1,1,1,2023-01-22,0832,Aqua,MODIS,63,61.03,308.9,6.5,D,0
15.893,75.3506,321.3,1,1,2023-01-22,0832,Aqua,MODIS,56,61.03,306.3,7.1,D,0
15.9848,75.4151,325.5,1,1,2023-01-22,0832,Aqua,MODIS,69,61.03,309.6,11,D,0
18.0419,82.5018,317,2.5,1.5,2023-01-22,0832,Aqua,MODIS,67,61.03,296.1,37.7,D,0
17.164,75.1577,339,1,1,2023-01-22,0832,Aqua,MODIS,75,61.03,310,29.1,D,0
17.4515,76.749,326.2,1.1,1,2023-01-22,0832,Aqua,MODIS,65,61.03,313.4,9.3,D,0
17.5215,77.1272,326.7,1.1,1,2023-01-22,0832,Aqua,MODIS,70,61.03,311.9,11.5,D,0
17.5217,76.0564,324.8,1,1,2023-01-22,0832,Aqua,MODIS,63,61.03,311,8.2,D,0
17.6918,77.0271,323.7,1.1,1,2023-01-22,0832,Aqua,MODIS,63,61.03,311.6,8.8,D,0
17.8573,77.0314,325.2,1.1,1,2023-01-22,0832,Aqua,MODIS,69,61.03,312,10.3,D,0
17.8559,77.0212,324.4,1.1,1,2023-01-22,0832,Aqua,MODIS,67,61.03,310.3,9.4,D,0
18.5819,75.9995,317.2,1,1,2023-01-22,0833,Aqua,MODIS,30,61.03,304.3,5.5,D,2
18.2165,74.9155,322.4,1,1,2023-01-22,0833,Aqua,MODIS,68,61.03,305.8,9.9,D,0
18.0557,73.4119,318,1.1,1,2023-01-22,0833,Aqua,MODIS,45,61.03,306.4,8,D,0
18.1075,73.5048,320.1,1.1,1,2023-01-22,0833,Aqua,MODIS,59,61.03,306,7,D,0
18.1711,73.1904,316.3,1.1,1,2023-01-22,0833,Aqua,MODIS,47,61.03,305.3,7,D,0
18.1696,73.1803,317.1,1.1,1,2023-01-22,0833,Aqua,MODIS,52,61.03,306.1,8.1,D,0
18.5748,74.5939,323.5,1,1,2023-01-22,0833,Aqua,MODIS,71,61.03,304.4,12.8,D,0
18.5734,74.5846,342.3,1,1,2023-01-22,0833,Aqua,MODIS,90,61.03,304.9,39.2,D,0
19.6713,82.539,316.2,2.7,1.6,2023-01-22,0833,Aqua,MODIS,39,61.03,301.8,27.7,D,0
19.6798,82.4865,329.6,2.7,1.6,2023-01-22,0833,Aqua,MODIS,83,61.03,301.5,84.7,D,0
19.6794,82.5567,314.2,2.7,1.6,2023-01-22,0833,Aqua,MODIS,42,61.03,301.2,21.1,D,0
19.6883,82.5039,319.1,2.7,1.6,2023-01-22,0833,Aqua,MODIS,71,61.03,302,39.5,D,0
19.6857,82.4783,325.5,2.7,1.6,2023-01-22,0833,Aqua,MODIS,79,61.03,301,66.9,D,0
18.7044,73.9746,318.8,1,1,2023-01-22,0833,Aqua,MODIS,60,61.03,304.1,7.2,D,0
19.3544,77.3939,335.3,1.2,1.1,2023-01-22,0833,Aqua,MODIS,84,61.03,305.4,33.8,D,0
19.0198,73.9226,315.3,1,1,2023-01-22,0833,Aqua,MODIS,38,61.03,303.9,4.6,D,0
19.0292,73.1978,316.7,1.1,1,2023-01-22,0833,Aqua,MODIS,50,61.03,305,6.2,D,0
19.4121,75.7502,322.4,1,1,2023-01-22,0833,Aqua,MODIS,68,61.03,305.4,10.6,D,0
19.4462,75.8633,315.9,1,1,2023-01-22,0833,Aqua,MODIS,26,61.03,304.2,4.8,D,0
19.0443,73.1128,328.3,1.1,1,2023-01-22,0833,Aqua,MODIS,78,61.03,307.1,18.1,D,2
19.0427,73.1027,322.1,1.1,1,2023-01-22,0833,Aqua,MODIS,59,61.03,306.5,11.1,D,0
19.1393,73.6739,314.7,1,1,2023-01-22,0833,Aqua,MODIS,33,61.03,302.8,7.3,D,0
19.6952,77.4385,320.7,1.2,1.1,2023-01-22,0833,Aqua,MODIS,64,61.03,304.3,11.1,D,0
19.2653,73.6557,319.1,1,1,2023-01-22,0833,Aqua,MODIS,60,61.03,304.3,10.4,D,0
19.4781,74.8456,319.2,1,1,2023-01-22,0833,Aqua,MODIS,63,61.03,304.3,8.2,D,0
19.7226,74.6917,328.5,1,1,2023-01-22,0833,Aqua,MODIS,78,61.03,306,17.7,D,0
20.8047,82.2306,316.3,2.6,1.6,2023-01-22,0833,Aqua,MODIS,63,61.03,303.6,27.7,D,0
20.8089,82.2248,315.9,2.6,1.6,2023-01-22,0833,Aqua,MODIS,63,61.03,303.7,26,D,0
20.2943,76.7019,315.8,1.1,1.1,2023-01-22,0833,Aqua,MODIS,49,61.03,303.5,5.1,D,0
21.0656,82.1331,316.1,2.6,1.6,2023-01-22,0833,Aqua,MODIS,63,61.03,304.3,24.6,D,0
21.0582,82.1266,316.1,2.6,1.6,2023-01-22,0833,Aqua,MODIS,50,61.03,303.8,21.8,D,0
21.1388,81.8223,318,2.5,1.5,2023-01-22,0833,Aqua,MODIS,67,61.03,305.1,21.8,D,0
21.3262,81.954,316.4,2.6,1.5,2023-01-22,0833,Aqua,MODIS,61,61.03,304,21.3,D,0
21.7584,84.0296,310.8,3.7,1.8,2023-01-22,0833,Aqua,MODIS,38,61.03,298.5,31.3,D,2
21.9974,82.9972,314.4,3.1,1.7,2023-01-22,0833,Aqua,MODIS,55,61.03,300.7,28,D,0
21.9949,82.9926,315.4,3.1,1.7,2023-01-22,0833,Aqua,MODIS,64,61.03,300.6,33.9,D,0
21.479,77.2757,320.6,1.2,1.1,2023-01-22,0833,Aqua,MODIS,70,61.03,299.9,16.7,D,0
21.3224,74.9279,315.7,1,1,2023-01-22,0833,Aqua,MODIS,37,61.03,302.4,5.6,D,0
21.3387,72.7846,316.8,1.1,1,2023-01-22,0833,Aqua,MODIS,59,61.03,302.5,7.8,D,0
24.0229,75.0349,333.2,1,1,2023-01-22,0834,Aqua,MODIS,86,61.03,300.9,31.3,D,0
23.911,71.6301,311.3,1.1,1,2023-01-22,0834,Aqua,MODIS,58,61.03,297.3,7.7,D,0
23.9126,71.6408,320.5,1.1,1,2023-01-22,0834,Aqua,MODIS,75,61.03,297,16.6,D,0
23.7171,71.874,309.6,1.1,1,2023-01-22,0834,Aqua,MODIS,50,61.03,297.6,6.1,D,0
23.71,71.8701,309.5,1.1,1,2023-01-22,0834,Aqua,MODIS,37,61.03,298.6,5.1,D,0
23.7117,71.8805,309.8,1.1,1,2023-01-22,0834,Aqua,MODIS,43,61.03,299.2,5.2,D,0
24.7,80.2643,309,2.1,1.4,2023-01-22,0834,Aqua,MODIS,63,61.03,294.3,12.8,D,0
24.702,80.2849,309.4,2.1,1.4,2023-01-22,0834,Aqua,MODIS,63,61.03,294.5,13.4,D,0
24.6991,80.2717,314.4,2.1,1.4,2023-01-22,0834,Aqua,MODIS,71,61.03,294.7,24.5,D,0
24.0215,75.0248,316.1,1,1,2023-01-22,0834,Aqua,MODIS,68,61.03,300.1,11.3,D,0
21.4939,73.2576,319.5,1,1,2023-01-22,0834,Aqua,MODIS,66,61.03,302.9,8.9,D,0
21.4925,73.2478,338.4,1,1,2023-01-22,0834,Aqua,MODIS,88,61.03,304.1,33.7,D,0
21.4674,71.4389,329.3,1.2,1.1,2023-01-22,0834,Aqua,MODIS,81,61.03,307.2,23,D,0
21.8908,72.8953,321.7,1,1,2023-01-22,0834,Aqua,MODIS,72,61.03,303.1,12,D,0
22.5087,75.9423,314.6,1.1,1,2023-01-22,0834,Aqua,MODIS,58,61.03,298.8,7.8,D,0
22.9902,79.3232,319.4,1.7,1.3,2023-01-22,0834,Aqua,MODIS,73,61.03,298,26.1,D,0
22.2559,73.2946,319.7,1,1,2023-01-22,0834,Aqua,MODIS,69,61.03,301.7,10.5,D,0
22.2545,73.2849,317.3,1,1,2023-01-22,0834,Aqua,MODIS,65,61.03,301.3,8.3,D,0
22.2526,71.8436,322.5,1.1,1.1,2023-01-22,0834,Aqua,MODIS,75,61.03,303.3,15.1,D,0
22.6033,71.8799,317,1.1,1,2023-01-22,0834,Aqua,MODIS,67,61.03,303,7.9,D,0
22.6017,71.8693,314,1.1,1.1,2023-01-22,0834,Aqua,MODIS,44,61.03,303,4.8,D,0
22.742,72.182,316.7,1.1,1,2023-01-22,0834,Aqua,MODIS,63,61.03,301.7,9.7,D,0
23.0416,71.8551,323.9,1.1,1,2023-01-22,0834,Aqua,MODIS,78,61.03,304.9,13.8,D,0
23.2159,71.7885,319.6,1.1,1,2023-01-22,0834,Aqua,MODIS,73,61.03,301.7,12,D,0
23.137,70.1627,314.9,1.3,1.1,2023-01-22,0834,Aqua,MODIS,61,61.03,302.7,8.3,D,0
27.192,83.9899,314.4,4.3,1.9,2023-01-22,0835,Aqua,MODIS,64,61.03,293.6,79.1,D,0
25.5731,75.9079,318.5,1.2,1.1,2023-01-22,0835,Aqua,MODIS,57,61.03,295.4,16.8,D,0
26.6848,71.2298,320,1.1,1,2023-01-22,0835,Aqua,MODIS,46,61.03,296.4,10.8,D,0
28.206,81.2009,303.9,2.8,1.6,2023-01-22,0835,Aqua,MODIS,46,61.03,293.4,14.6,D,0
27.4797,72.3855,309.8,1,1,2023-01-22,0835,Aqua,MODIS,43,61.03,295.9,4.3,D,0
28.9916,76.8758,302.5,1.4,1.2,2023-01-22,0835,Aqua,MODIS,35,61.03,291.4,6.9,D,0
29.2433,78.0713,315.9,1.7,1.3,2023-01-22,0835,Aqua,MODIS,71,61.03,294.5,25.4,D,0
29.2633,77.399,304.8,1.6,1.2,2023-01-22,0835,Aqua,MODIS,58,61.03,293.3,7.5,D,0
29.4064,78.0014,306.3,1.7,1.3,2023-01-22,0835,Aqua,MODIS,63,61.03,294.3,10,D,0
32.0982,75.5951,303.3,1.3,1.1,2023-01-22,0836,Aqua,MODIS,55,61.03,291.4,6.5,D,0
29.8922,79.7309,303.1,2.3,1.5,2023-01-22,0836,Aqua,MODIS,47,61.03,290.9,14,D,0
32.0966,75.5811,301.9,1.3,1.1,2023-01-22,0836,Aqua,MODIS,49,61.03,291.6,5.2,D,0
20.786,85.2624,308.7,1.2,1.1,2023-01-22,1607,Terra,MODIS,46,61.03,293.3,10.9,N,2
20.8729,85.9475,315.2,1.1,1,2023-01-22,1607,Terra,MODIS,91,61.03,291.3,16.2,N,0
22.7856,86.2017,303.5,1,1,2023-01-22,1607,Terra,MODIS,55,61.03,293.4,5.4,N,2
21.9212,83.3453,303.4,1.5,1.2,2023-01-22,1607,Terra,MODIS,55,61.03,292.9,10.8,N,2
20.9664,85.1719,312.9,1.2,1.1,2023-01-22,1607,Terra,MODIS,86,61.03,294,14.7,N,2
20.7938,85.2497,309.8,1.2,1.1,2023-01-22,1607,Terra,MODIS,77,61.03,291.7,12.3,N,2
20.7955,85.2607,303.3,1.2,1.1,2023-01-22,1607,Terra,MODIS,20,61.03,292.8,6.9,N,2
23.6831,86.0931,305.2,1,1,2023-01-22,1608,Terra,MODIS,63,61.03,290.5,7.5,N,2
23.6821,86.3959,305.3,1,1,2023-01-22,1608,Terra,MODIS,64,61.03,290.8,7.8,N,2
23.795,86.3495,306.7,1,1,2023-01-22,1608,Terra,MODIS,40,61.03,292.2,7.3,N,2
20.5241,76.3753,301.9,1.1,1,2023-01-22,2043,Aqua,MODIS,45,61.03,287.3,6.9,N,0
15.1802,76.6612,303.9,1,1,2023-01-22,2045,Aqua,MODIS,58,61.03,292.8,5.3,N,2
26.7244,90.739,303.1,1.1,1.1,2023-01-23,0414,Terra,MODIS,55,61.03,291.3,4.5,D,0
27.3199,95.2698,303.2,1.1,1,2023-01-23,0414,Terra,MODIS,55,61.03,291,4.1,D,0
27.3154,93.9814,301,1,1,2023-01-23,0414,Terra,MODIS,38,61.03,290.4,2.9,D,0
26.7504,95.2379,305,1.1,1,2023-01-23,0414,Terra,MODIS,53,61.03,293.7,7.7,D,0
26.7291,95.312,304.1,1.1,1,2023-01-23,0414,Terra,MODIS,54,61.03,292.1,6.5,D,0
26.723,90.7502,318.1,1.1,1.1,2023-01-23,0414,Terra,MODIS,78,61.03,292,17.7,D,0
23.9428,93.8475,306.4,1,1,2023-01-23,0415,Terra,MODIS,64,61.03,292.1,7.9,D,0
25.1436,93.9793,304.2,1,1,2023-01-23,0415,Terra,MODIS,43,61.03,290.3,5.8,D,0
23.7785,86.2087,308.8,2,1.4,2023-01-23,0415,Terra,MODIS,63,61.03,296,14.9,D,2
23.8031,86.3276,308.5,2,1.4,2023-01-23,0415,Terra,MODIS,54,61.03,295.9,12.3,D,2
20.961,85.1697,311.6,2.2,1.4,2023-01-23,0416,Terra,MODIS,51,61.03,299.4,16.4,D,2
20.9589,85.1902,311.6,2.2,1.4,2023-01-23,0416,Terra,MODIS,57,61.03,299.2,16.9,D,2
26.6727,71.5294,313.1,1.2,1.1,2023-01-23,0553,Terra,MODIS,70,61.03,289.8,11,D,0
26.669,71.2341,318.6,1.2,1.1,2023-01-23,0553,Terra,MODIS,69,61.03,290.9,15.2,D,0
